,Timestamp,Gender,Age,Time zone,Native English,Number of oshis,Pomu Rainpuff,Elira Pendora,Finana Ryugu,Rosemi Lovelock,Petra Gurin,Selen Tatsuki,Nina Kosaka,Millie Parfait,Enna Alouette,Reimu Endou,Luca Kaneshiro,Shu Yamino,Ike Eveland,Mysta Rias,Vox Akuma,Sonny Brisko,Uki Violeta,Alban Knox,Fulgur Ovid,Maria Marionette,Kyo Kaneko,Aia Amare,Aster Arcadia,Scarle Yonaguni,Ren Zotto,Doppio Dropscythe,Meloco Kyoran,Hex Haywire,Kotoka Torahime,Ver Vermillion
104,2023-05-21 09:53:34,Unknown,17.0,-7.0,True,7,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
105,2023-05-21 09:54:43,Unknown,17.0,-4.0,True,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
106,2023-05-21 09:55:11,Unknown,15.0,-4.0,True,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
107,2023-05-21 09:57:53,Unknown,15.0,-7.0,True,12,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
108,2023-05-21 10:02:22,Unknown,16.0,0.0,True,6,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,2023-05-21 10:03:33,Unknown,20.0,-5.0,True,13,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
110,2023-05-21 10:10:22,Unknown,,7.0,True,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
111,2023-05-21 10:12:48,Unknown,27.0,-7.0,True,9,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False
112,2023-05-21 10:14:57,Unknown,20.0,7.0,False,7,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
113,2023-05-21 10:17:11,Unknown,26.0,8.0,True,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False
114,2023-05-21 10:18:46,Unknown,25.0,8.0,True,27,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True
115,2023-05-21 10:25:40,Unknown,25.0,-4.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
116,2023-05-21 10:26:49,Unknown,20.0,8.0,True,11,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True
117,2023-05-21 10:30:18,Unknown,21.0,5.0,True,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
118,2023-05-21 10:31:10,Unknown,23.0,8.0,True,8,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
119,2023-05-21 10:38:43,Unknown,24.0,-4.0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
120,2023-05-21 10:39:23,Unknown,22.0,2.0,True,6,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
121,2023-05-21 10:39:56,Unknown,30.0,-5.0,True,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,2023-05-21 10:40:30,Unknown,22.0,-4.0,True,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
123,2023-05-21 10:40:52,Unknown,22.0,2.0,True,7,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
124,2023-05-21 10:42:11,Unknown,20.0,12.0,True,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
125,2023-05-21 10:45:43,Unknown,17.0,-4.0,True,9,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
126,2023-05-21 10:45:52,Unknown,17.0,-7.0,True,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
127,2023-05-21 10:51:11,Unknown,17.0,,True,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
128,2023-05-21 10:55:48,Unknown,24.0,-5.0,True,7,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
129,2023-05-21 11:04:02,Unknown,17.0,-7.0,True,5,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,2023-05-21 11:06:53,Unknown,17.0,-7.0,True,3,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,2023-05-21 11:19:12,Unknown,19.0,8.0,True,8,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
